AGENCIA,CONTA,BANCO,TITULAR,OPERACAO,DATAHORA,VALOR,
1520,0001,SANTANDER,JOAO,SAQUE,2022-02-10T10:13:39,150.0
3320,0004,SANTANDER,MARIA,DEPOSITO,2022-02-11T13:12:55,250.0
1044,0002,SANTANDER,FELIPE,DEPOSITO,2022-02-09T09:44:23,30.0
1520,0001,SANTANDER,JOAO,DEPOSITO,2022-02-07T11:08:10,28.0
2220,0002,SANTANDER,JULIA,SAQUE,2022-02-26T15:32:32,12.0
1520,0001,SANTANDER,JOAO,DEPOSITO,2022-02-07T11:08:10,512.0
1520,0001,SANTANDER,JOAO,DEPOSITO,2022-02-07T11:08:10,512.0
1520,0001,SANTANDER,JOAO,DEPOSITO,2022-02-07T11:08:10,512.0
1520,0001,SANTANDER,JOAO,DEPOSITO,2022-02-07T11:08:10,512.0
1520,0001,SANTANDER,JOAO,DEPOSITO,2022-02-07T11:08:10,512.0
1520,0001,SANTANDER,JOAO,SAQUE,2022-02-07T11:08:10,512.0
1520,0001,SANTANDER,JOAO,SAQUE,2022-02-07T11:08:10,512.0
1520,0001,SANTANDER,JOAO,SAQUE,2022-02-07T11:08:10,512.0
1520,0001,SANTANDER,JOAO,SAQUE,2022-02-07T11:08:10,512.0
1520,0005,SANTANDER,JOAO,SAQUE,2022-02-07T11:08:10,512.0
1520,0001,SANTANDER,JOAO,SAQUE,2022-02-07T11:08:10,512.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-02-21T16:08:10,5000.0
1430,0032,SANTANDER,CARLA,SAQUE,2022-06-30T16:08:10,500.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
1430,0032,SANTANDER,CARLA,DEPOSITO,2022-10-31T16:32:10,100.0
0348,0032,SANTANDER,JOSHUA,DEPOSITO,2022-10-31T16:32:10,240.0
0348,0032,SANTANDER,JOSHUA,SAQUE,2022-11-30T13:32:10,200.0
1490,0012,SANTANDER,ROBERTO,DEPOSITO,2022-10-31T16:32:10,2000.0
